party,text,clean_text,posted_date,year,name,chamber
D,"Artificial intelligence is changing how we live, offering new benefits but also new risks.

As we see more synthetic online content intended to deceive users – including videos, images, and audio – it’s clear to 
@NewDemCoalition
 members that we need to take this seriously.","Artificial intelligence is changing how we live, offering new benefits but also new risks. As we see more synthetic online content intended to deceive users – including videos, images, and audio – it’s clear to @NewDemCoalition members that we need to take this seriously.",2023-11-08 15:10:21.000,2023,"Kilmer, Derek",House
D,"""Grateful to participate in the AI Insight Forum focused on transparency, explainability, copyright, & IP. Thank you 
@SenSchumer
, 
@SenatorHeinrich
, 
@SenatorRounds
, and 
@SenToddYoung
 for the opportunity to join & for continuing to lead on informed AI policy."" - AI2 CEO Ali Farhadi","""Grateful to participate in the AI Insight Forum focused on transparency, explainability, copyright, & IP. Thank you @SenSchumer , @SenatorHeinrich , @SenatorRounds , and @SenToddYoung for the opportunity to join & for continuing to lead on informed AI policy."" - AI2 CEO Ali Farhadi",2023-11-30 20:14:07.000,2023,"Schumer, Charles ",Senate
D,"From medications to mortgage approvals, AI is being used to make increasingly important decisions. And the outcomes of these decisions are imposing real harm on marginalized communities. That's why 
@SenSchumer
 and I are urging 
@OMBPress
 to end biased uses of AI.","From medications to mortgage approvals, AI is being used to make increasingly important decisions. And the outcomes of these decisions are imposing real harm on marginalized communities. That's why @SenSchumer and I are urging @OMBPress to end biased uses of AI.",2024-09-16 20:27:02.000,2024,"Markey, Edward ",Senate
R,"AI, autonomous tech, &amp; quantum computing will soon reshape our world in ways hard to comprehend. 

The Quantum Computing Cybersecurity Preparedness Act will prompt the Federal government to begin taking the necessary steps to future proof current sensitive information databases. https://t.co/OmyDGQkRtz","AI, autonomous tech, &amp; quantum computing will soon reshape our world in ways hard to comprehend. The Quantum Computing Cybersecurity Preparedness Act will prompt the Federal government to begin taking the necessary steps to future proof current sensitive information databases.",2022-07-12 21:03:17.367,2022,Nancy Mace R-SC,House
D,Experts agree that the United States must establish regulations and oversight over the rapid development of AI. I co-sponsored the AI Accountability Act to see that these guardrails are put in place.,Experts agree that the United States must establish regulations and oversight over the rapid development of AI. I co-sponsored the AI Accountability Act to see that these guardrails are put in place.,2024-02-29 21:00:00.000,2024,"Kelly, Robin",House
D,Deepfake David Zaslav Introduces WBD’s ‘New Process Called Shelving’ in Parody Clip (Video),Deepfake David Zaslav Introduces WBD’s ‘New Process Called Shelving’ in Parody Clip (Video),2023-11-18 04:04:04.000,2023,"Castro, Joaquin",House
R,".
@RepNancyMace
 speaks with a mother whose daughter was victimized by her classmates with disturbing deepfake images.

“We feel very empowered because I think you guys are listening.”",. @RepNancyMace speaks with a mother whose daughter was victimized by her classmates with disturbing deepfake images. “We feel very empowered because I think you guys are listening.”,2024-03-12 19:57:00.000,2024,"Mace, Nancy",House
D,"Generative AI can be used as a tool to foster creativity but comes with risks of exploitation. I'm introducing the bipartisan NO FAKES ACT today, which strikes a balance between the use of AI and protecting intellectual property.","Generative AI can be used as a tool to foster creativity but comes with risks of exploitation. I'm introducing the bipartisan NO FAKES ACT today, which strikes a balance between the use of AI and protecting intellectual property.",2024-07-31 19:01:16.000,2024,"Coons, Christopher ",Senate
D,"Imagine the horror of seeing intimate images that look exactly like you—or your wife, daughter, or friend. They're fake, and there's no way to stop their spread. This is deepfake pornography, and it should be a federal crime.
 
Today, we announced action to make it one.","Imagine the horror of seeing intimate images that look exactly like you—or your wife, daughter, or friend. They're fake, and there's no way to stop their spread. This is deepfake pornography, and it should be a federal crime. Today, we announced action to make it one.",2024-01-16 22:31:33.000,2024,"Morelle, Joe",House
D,"The bipartisan COPIED Act will provide much-needed transparency around AI-generated content. This bill will also put creators, including local journalists, artists, and musicians, back in control of their content with a provenance and watermark process.","The bipartisan COPIED Act will provide much-needed transparency around AI-generated content. This bill will also put creators, including local journalists, artists, and musicians, back in control of their content with a provenance and watermark process.",2024-07-22 22:15:42.000,2024,"Cantwell, Maria",Senate
D,"Artificial intelligence holds great potential – but also poses real safety risks.
 
Yesterday I questioned AI leaders about the need to develop safeguards for the use of AI systems so that they don’t threaten public safety. Read more about the hearing ",Artificial intelligence holds great potential – but also poses real safety risks. Yesterday I questioned AI leaders about the need to develop safeguards for the use of AI systems so that they don’t threaten public safety. Read more about the hearing,2023-05-17 15:26:35.000,2023,"Hassan, Maggie",Senate
D,"As AI supercharges algorithms that significantly affect our lives, we must protect the marginalized communities that Big Tech’s recklessness impacts most. My Eliminating BIAS Act will ensure federal agencies have the tools to protect communities and mitigate AI’s worst effects.","As AI supercharges algorithms that significantly affect our lives, we must protect the marginalized communities that Big Tech’s recklessness impacts most. My Eliminating BIAS Act will ensure federal agencies have the tools to protect communities and mitigate AI’s worst effects.",2023-12-12 17:36:16.000,2023,"Markey, Edward ",Senate
R,"Today, I asked witnesses about the impact Artificial Intelligence has on health care and potential pandemic pathogens.","Today, I asked witnesses about the impact Artificial Intelligence has on health care and potential pandemic pathogens.",2023-11-29 18:50:21.000,2023,"Griffith, Morgan",House
D,"AI holds so much potential to solve some of the greatest issues of the next generation… but unregulated, it is also rife with potential harm. In Congress, I’m laser-focused on supporting the responsible development of AI while mitigating some of the dangers.","AI holds so much potential to solve some of the greatest issues of the next generation… but unregulated, it is also rife with potential harm. In Congress, I’m laser-focused on supporting the responsible development of AI while mitigating some of the dangers.",2023-08-13 21:31:02.000,2023,"Warner, Mark ",Senate
D,"Thank you 
@RepTedLieu
 for leading a great #TechNetDay discussion with 
@HouseDemocrats
 and our executives on the policies needed to advance America’s AI leadership. TechNet looks forward to partnering with the bipartisan House AI Taskforce on responsible AI policy.",Thank you @RepTedLieu for leading a great #TechNetDay discussion with @HouseDemocrats and our executives on the policies needed to advance America’s AI leadership. TechNet looks forward to partnering with the bipartisan House AI Taskforce on responsible AI policy.,2024-04-10 18:46:03.000,2024,"Lieu, Ted",House
R,"Outdated technology poses significant national security risks.


@RepNancyMace
 and witnesses discuss how the government can responsibly use AI to become more efficient and not be left behind by private businesses and foreign governments.",Outdated technology poses significant national security risks. @RepNancyMace and witnesses discuss how the government can responsibly use AI to become more efficient and not be left behind by private businesses and foreign governments.,2023-12-06 20:25:11.000,2023,"Mace, Nancy",House
D,"As AI rapidly develops, we need to prepare our educators and students at all levels. 
@SenatorCantwell
 & 
@JerryMoran
’s NSF AI Education Act boosts AI educational opportunities from university scholarships to guidance for K-12 classrooms.","As AI rapidly develops, we need to prepare our educators and students at all levels. @SenatorCantwell & @JerryMoran ’s NSF AI Education Act boosts AI educational opportunities from university scholarships to guidance for K-12 classrooms.",2024-06-11 14:06:06.000,2024,"Cantwell, Maria",Senate
D,"This week, ⁦@RepRoKhanna⁩ and I will introduce a resolution in the House of Representatives calling for the development of guidelines for ethical development of artificial intelligence. ⁦@WHOSTP⁩  https://t.co/3A4UVQX3He","This week, ⁦@RepRoKhanna⁩ and I will introduce a resolution in the House of Representatives calling for the development of guidelines for ethical development of artificial intelligence. ⁦@WHOSTP⁩",2019-02-11 16:42:11.910,2019,Brenda Lawrence D-MI,House
D,"This is exactly why I introduced my QUIET Act. AI fraud has far-reaching impacts on consumers' wallets, public safety, and even democratic norms.

More from 
@CNN
 
https://cnn.com/2024/02/06/tech/nh-ag-robocall-update/index.html…","This is exactly why I introduced my QUIET Act. AI fraud has far-reaching impacts on consumers' wallets, public safety, and even democratic norms. More from @CNN",2024-02-07 22:51:12.000,2024,"Sorensen, Eric",House
R,"We're coming to Los Angeles

 ""Artificial Intelligence and Intellectual Property: Part II – Identity in the Age of AI""

Los Angeles, California

 Friday, February 2, 2024

 9:00 a.m. PT

 WATCH: https://m.youtube.com/watch?v=BDkMpI-VxS8…","We're coming to Los Angeles ""Artificial Intelligence and Intellectual Property: Part II – Identity in the Age of AI"" Los Angeles, California Friday, February 2, 2024 9:00 a.m. PT WATCH:",2024-01-26 14:30:55.000,2024,"Fitzgerald, Scott",House
D,"ICYMI: Our #ConsumerSafetyTechnologyAct passed the House last month! 

As technology rapidly advances, we're working to ensure that the U.S. remains a global leader in areas like artificial intelligence, blockchain, and digital tokens to protect consumers & promote innovation.","ICYMI: Our #ConsumerSafetyTechnologyAct passed the House last month! As technology rapidly advances, we're working to ensure that the U.S. remains a global leader in areas like artificial intelligence, blockchain, and digital tokens to protect consumers & promote innovation.",2024-06-14 15:38:08.000,2024,"Soto, Darren",House
D,"AI technology is being used to misinform voters, cause confusion and spread dangerous lies. We need to address this issue for the sake of our democracy.

That’s why I am calling on 
@FEC
 to clarify rules around AI and deep fakes in order to combat misinformation. READ:","AI technology is being used to misinform voters, cause confusion and spread dangerous lies. We need to address this issue for the sake of our democracy. That’s why I am calling on @FEC to clarify rules around AI and deep fakes in order to combat misinformation. READ:",2024-09-07 15:04:43.000,2024,"Magaziner, Seth",House
R,"The United States has long been the unquestioned leader in developing cutting edge technologies like artificial intelligence. The People’s Republic of China, however, is bent on replacing the United States as the world’s only true superpower...","The United States has long been the unquestioned leader in developing cutting edge technologies like artificial intelligence. The People’s Republic of China, however, is bent on replacing the United States as the world’s only true superpower...",2024-05-22 18:21:47.000,2024,"Wagner, Ann",House
D,"Robocalls using AI to replicate 
@POTUS
’s voice are telling New Hampshire residents not to vote in today’s primary.

The dangers of deceptive AI cannot be overstated.

That’s why last year, I told the FEC they must act to prevent this type of patent election interference.","Robocalls using AI to replicate @POTUS ’s voice are telling New Hampshire residents not to vote in today’s primary. The dangers of deceptive AI cannot be overstated. That’s why last year, I told the FEC they must act to prevent this type of patent election interference.",2024-01-23 20:35:30.000,2024,"Schiff, Adam",House
R,"Smearing Donald Trump with fake AI images is completely unacceptable. I’m not sharing them, but we’re in a new era. Be even more skeptical of what you see on the internet.","Smearing Donald Trump with fake AI images is completely unacceptable. I’m not sharing them, but we’re in a new era. Be even more skeptical of what you see on the internet.",2023-06-08 16:00:20.000,2023,"Vance, J.D. ",Senate
D,"As the AI field rapidly evolves, we must work with our closest allies to develop a unified strategy to stay ahead of adversaries like China. Proud to intro a bipartisan bill with 
@SenTedBuddNC
 to develop AI initiatives with UK, Canada, Australia, & New Zealand to use AI for good.","As the AI field rapidly evolves, we must work with our closest allies to develop a unified strategy to stay ahead of adversaries like China. Proud to intro a bipartisan bill with @SenTedBuddNC to develop AI initiatives with UK, Canada, Australia, & New Zealand to use AI for good.",2024-05-10 20:42:04.000,2024,"Rosen, Jacky",Senate
D,"TODAY:

Senators Rounds, Heinrich, Young, and I are hosting Congress’s first-ever AI Insight Forum, bringing together a balanced, diverse, and bipartisan group to meet the urgency of this moment.","TODAY: Senators Rounds, Heinrich, Young, and I are hosting Congress’s first-ever AI Insight Forum, bringing together a balanced, diverse, and bipartisan group to meet the urgency of this moment.",2023-09-13 12:11:16.000,2023,"Reed, Jack",Senate
D,"New technology can be a game–changer but we must include Black communities and those who have been historically marginalized.

This week, I joined the Black Employee Network at 
@Adobe
 to discuss how new tools like AI can challenge racial injustice and create prosperity.","New technology can be a game–changer but we must include Black communities and those who have been historically marginalized. This week, I joined the Black Employee Network at @Adobe to discuss how new tools like AI can challenge racial injustice and create prosperity.",2024-06-22 19:00:00.000,2024,"Kelly, Robin",House
R,This roadmap to the future of AI sets the stage as we seek to harness its power to bring greater prosperity to the American people while also mitigating potential long-term risks.,This roadmap to the future of AI sets the stage as we seek to harness its power to bring greater prosperity to the American people while also mitigating potential long-term risks.,2024-05-15 17:17:48.000,2024,"Rounds, Mike",Senate
D,"Teenagers should be worried about their homework, not whether a classmate is using AI technology to alter their image into a pornographic video.

Deepfakes are sickening, and those who create them deserve to face the strongest possible consequences.","Teenagers should be worried about their homework, not whether a classmate is using AI technology to alter their image into a pornographic video. Deepfakes are sickening, and those who create them deserve to face the strongest possible consequences.",2024-07-25 20:18:31.000,2024,"Morelle, Joe",House
D,"For now #ArtificialIntelligence is a tool used by humans. Good and evil. 

But we also need to focus on decades to come when #AI, and newly engineered species, may be making their own decisions for their own purposes. (2/2)","For now #ArtificialIntelligence is a tool used by humans. Good and evil. But we also need to focus on decades to come when #AI, and newly engineered species, may be making their own decisions for their own purposes. (2/2)",2023-04-12 16:11:57.000,2023,"Sherman, Brad",House
D,"The new Tech Accord is welcome news for fighting election misinformation driven by generative AI.

But it's far from a comprehensive solution. AI is being used to commit fraud, conduct scams, and fuel other existing threats—we need to do more to fight this.","The new Tech Accord is welcome news for fighting election misinformation driven by generative AI. But it's far from a comprehensive solution. AI is being used to commit fraud, conduct scams, and fuel other existing threats—we need to do more to fight this.",2024-02-16 21:24:37.000,2024,"Schatz, Brian",Senate
R,"This week, the Committee held a roundtable on the role of artificial intelligence in transportation.

Members & panelists discussed the real-world applications of AI in the transportation sector as well as the economic impact & security risks associated with this technology.","This week, the Committee held a roundtable on the role of artificial intelligence in transportation. Members & panelists discussed the real-world applications of AI in the transportation sector as well as the economic impact & security risks associated with this technology.",2024-04-18 13:36:11.000,2024,"Webster, Daniel",House
D,"Rep. 
@tedlieu
 is one of the few members of Congress with a background in computer science. 

But lawmakers don’t need tech expertise to regulate AI, he tells me on today’s 
@POLITICO
 Tech.

Listen here:","Rep. @tedlieu is one of the few members of Congress with a background in computer science. But lawmakers don’t need tech expertise to regulate AI, he tells me on today’s @POLITICO Tech. Listen here:",2023-09-07 11:51:08.000,2023,"Lieu, Ted",House
D,"In recent years, the development of deepfake technology has made it easier to create convincing fake videos. Today, I introduced this bipartisan bill with @RepAGonzalez, @RepKatieHill, &amp; @RepJimBaird. https://t.co/wJDpzSGghR","In recent years, the development of deepfake technology has made it easier to create convincing fake videos. Today, I introduced this bipartisan bill with @RepAGonzalez, @RepKatieHill, &amp; @RepJimBaird.",2019-09-19 20:16:10.354,2019,Haley Stevens D-MI,House
D,"As AI platforms like ChatGPT become more widespread, we must ensure proper safeguards are enacted to utilize the service & limit potential harms.
 
TUNE IN TOMORROW AT 10:00 AM for the Committee's ""Artificial Intelligence: Risks and Opportunities"" hearing.","As AI platforms like ChatGPT become more widespread, we must ensure proper safeguards are enacted to utilize the service & limit potential harms. TUNE IN TOMORROW AT 10:00 AM for the Committee's ""Artificial Intelligence: Risks and Opportunities"" hearing.",2023-03-07 19:01:32.000,2023,"Peters, Gary ",Senate
D,"AI can help connect people experiencing homelessness to housing resources, but it can also bake in existing inequities, reduce accountability, and limit opportunity.

I led a hearing to discuss how AI is stretching across the  housing continuum – and how we should think about it.","AI can help connect people experiencing homelessness to housing resources, but it can also bake in existing inequities, reduce accountability, and limit opportunity. I led a hearing to discuss how AI is stretching across the housing continuum – and how we should think about it.",2024-01-31 18:51:55.000,2024,"Smith, Tina",Senate
D,"Like 
@OpenAI
 has said, its technology holds immense promise and extraordinary potential risk. So it’s critical that it lives up to its safety commitments and allows employees to raise concerns about its practices.","Like @OpenAI has said, its technology holds immense promise and extraordinary potential risk. So it’s critical that it lives up to its safety commitments and allows employees to raise concerns about its practices.",2024-07-23 20:36:18.000,2024,"Schatz, Brian",Senate
R,I couldn’t agree more and I’m thankful for @ToledoNews ed board’s support of this important legislation to help policymakers and the public better understand the threats deepfakes pose to our national security and election security.,I couldn’t agree more and I’m thankful for @ToledoNews ed board’s support of this important legislation to help policymakers and the public better understand the threats deepfakes pose to our national security and election security.,2019-11-22 21:53:50.688,2019,Rob Portman R-OH,Senate
D,I’m live from the Capitol to introduce the Artificial Intelligence Civil Rights Act. It’s time to ensure that the AI Age does not replicate and supercharge the bias and discrimination already prevalent in society today.,I’m live from the Capitol to introduce the Artificial Intelligence Civil Rights Act. It’s time to ensure that the AI Age does not replicate and supercharge the bias and discrimination already prevalent in society today.,2024-09-24 16:05:02.000,2024,"Markey, Edward ",Senate
D,"Colorado is leading the fight to protect kids and consumers from harmful AI tools. The rest of the country must follow our state's example. 

We need federal action to ensure AI use is safe and responsible.",Colorado is leading the fight to protect kids and consumers from harmful AI tools. The rest of the country must follow our state's example. We need federal action to ensure AI use is safe and responsible.,2024-05-14 00:30:00.000,2024,"Bennet, Michael F.",Senate
R,"We agree with what 
@RepWilliams
 said during our #TechNetDay discussion: We can’t take America’s tech leadership in AI for granted and must work together to ensure America remains the global leader in responsible AI development.",We agree with what @RepWilliams said during our #TechNetDay discussion: We can’t take America’s tech leadership in AI for granted and must work together to ensure America remains the global leader in responsible AI development.,2024-04-10 14:28:36.000,2024,"Williams, Brandon",House
D,"In just a few minutes, I'll be live on 
@CNNThisMorning
 for a conversation with Poppy Harlow and Phil Mattingly about the dangers of AI-generated deepfakes—and how I'm fighting to make them illegal.
 
Tune in!","In just a few minutes, I'll be live on @CNNThisMorning for a conversation with Poppy Harlow and Phil Mattingly about the dangers of AI-generated deepfakes—and how I'm fighting to make them illegal. Tune in!",2024-01-30 13:16:06.000,2024,"Morelle, Joe",House
D,"Artificial Intelligence is already revolutionizing our world. But with these innovations come serious risks.

Proud to be named Vice Chair of 
@NewDemCoalition
’s AI Working Group to help drive a balance of policy that promotes innovation while protecting public interests.",Artificial Intelligence is already revolutionizing our world. But with these innovations come serious risks. Proud to be named Vice Chair of @NewDemCoalition ’s AI Working Group to help drive a balance of policy that promotes innovation while protecting public interests.,2023-08-15 19:57:19.000,2023,"Lee, Susie",House
R,"The connection between AI and national security is vital as Congress looks to stay ahead of emerging threats.
This week, I visited 
@MIT
 and 
@MITLL
 with 
@HouseIntel
 to hear from industry experts so that we can work to better address the challenges and opportunities AI presents.","The connection between AI and national security is vital as Congress looks to stay ahead of emerging threats. This week, I visited @MIT and @MITLL with @HouseIntel to hear from industry experts so that we can work to better address the challenges and opportunities AI presents.",2023-09-27 18:06:17.000,2023,"Crawford, Rick",House
R,"Today, our bipartisan Senate AI Working Group released an AI Policy Roadmap – the most comprehensive and impactful bipartisan recommendations on artificial intelligence ever issued by the legislative branch.","Today, our bipartisan Senate AI Working Group released an AI Policy Roadmap – the most comprehensive and impactful bipartisan recommendations on artificial intelligence ever issued by the legislative branch.",2024-05-15 15:49:11.000,2024,"Young, Todd",Senate
D,"When AI systems create new risks and exacerbate existing biases, we need guardrails to keep AI developers in check. That's why 
@RepJayapal
 and I are urging 
@POTUS
 to turn the AI Bill of Rights from a non-binding statement of principles to federal policy with an executive order.","When AI systems create new risks and exacerbate existing biases, we need guardrails to keep AI developers in check. That's why @RepJayapal and I are urging @POTUS to turn the AI Bill of Rights from a non-binding statement of principles to federal policy with an executive order.",2023-10-11 17:04:14.000,2023,"Markey, Edward ",Senate
R,"I’m proud to have launched the bipartisan AI Caucus to help connect members &amp; staff w/ AI experts in private industry, academia &amp; the exec. branch in order to make responsible policy about this emerging technology &amp; ensure it works for American interests https://t.co/5bjTJerv2F","I’m proud to have launched the bipartisan AI Caucus to help connect members &amp; staff w/ AI experts in private industry, academia &amp; the exec. branch in order to make responsible policy about this emerging technology &amp; ensure it works for American interests",2019-03-19 15:39:25.537,2019,Rob Portman R-OH,Senate
D,.@usnistgov is taking a step in the right direction. This important step will help advance U.S. leadership in AI 🖥️,.@usnistgov is taking a step in the right direction. This important step will help advance U.S. leadership in AI 🖥️,2019-07-08 16:51:14.813,2019,Brenda Lawrence D-MI,House
R,The US should be setting the rules of the road for AI - not the CCP. Read more from my interview with @TIME ,The US should be setting the rules of the road for AI - not the CCP. Read more from my interview with @TIME,2024-02-22 21:28:35.000,2024,"Franklin, C. Scott",House
D,"Our DEFIANCE Act would help give power to victims and crack down on nonconsensual, sexually-explicit deepfake content.

Grateful for your partnership in the House, 
@RepAOC
. It’s time to pass this bill.","Our DEFIANCE Act would help give power to victims and crack down on nonconsensual, sexually-explicit deepfake content. Grateful for your partnership in the House, @RepAOC . It’s time to pass this bill.",2024-05-28 22:50:12.000,2024,"Durbin, Richard ",Senate
D,"AI is rapidly advancing and we need to ensure it's safe and used responsibly worldwide.

That’s why 
@SenatorCantwell
 is calling for a new AI Safety Institute at 
@NIST
 so the U.S. can lead with other nations to set standards for AI innovation. https://commerce.senate.gov/2024/1/cantwell-joins-effort-to-ensure-u-s-leadership-in-ai-innovation…",AI is rapidly advancing and we need to ensure it's safe and used responsibly worldwide. That’s why @SenatorCantwell is calling for a new AI Safety Institute at @NIST so the U.S. can lead with other nations to set standards for AI innovation.,2024-01-09 20:12:44.000,2024,"Cantwell, Maria",Senate
D,.@randytravis and his wife Mary describe the need for artists to control their own voices in the age of AI. Thx @repadamschiff for asking this important question. ,.@randytravis and his wife Mary describe the need for artists to control their own voices in the age of AI. Thx @repadamschiff for asking this important question.,2024-06-27 18:31:01.000,2024,"Schiff, Adam",House
D,"As the use of AI continues to grow, we need a legal framework in place to ensure accountability.

Watch my full questioning in yesterday’s Science, Space, and Technology committee hearing ","As the use of AI continues to grow, we need a legal framework in place to ensure accountability. Watch my full questioning in yesterday’s Science, Space, and Technology committee hearing",2023-10-19 19:18:17.000,2023,"Casten, Sean",House
D,"As the Co-Chair of the AI Caucus, I'm pleased that my amendment to establish testbeds for examining the security, safety, and reliability of artificial intelligence and machine learning systems has been included in H.R. 4609, the NIST for the Future Act. https://t.co/xi2cyI0fdu","As the Co-Chair of the AI Caucus, I'm pleased that my amendment to establish testbeds for examining the security, safety, and reliability of artificial intelligence and machine learning systems has been included in H.R. 4609, the NIST for the Future Act.",2021-07-27 18:33:23.229,2021,Jerry McNerney D-CA,House
R,"Well look at that. 

Even Google’s own AI chatbot knows Google has a monopoly on the digital advertising market.",Well look at that. Even Google’s own AI chatbot knows Google has a monopoly on the digital advertising market.,2023-03-22 00:20:40.000,2023,"Buck, Ken",House
R,"As the Chairman of the House Task Force on Artificial Intelligence, I was honored to give a keynote presentation at the Ai4 Policy Summit. Understanding the safeguards necessary to mitigate AI’s potential harms will allow innovation to flourish and pave the way for the positive benefits that AI can bring to our nation.","As the Chairman of the House Task Force on Artificial Intelligence, I was honored to give a keynote presentation at the Ai4 Policy Summit. Understanding the safeguards necessary to mitigate AI’s potential harms will allow innovation to flourish and pave the way for the positive benefits that AI can bring to our nation.",2024-08-27 23:56:38.000,2024,"Obernolte, Jay",House
D,"At this week’s 
@HomelandDems
 hearing we discussed #AI and how to mitigate the associated risks and threats. I also discussed the importance of protecting civil rights and civil liberties within AI and my #CISA Securing AI Task Force Act. WATCH:",At this week’s @HomelandDems hearing we discussed #AI and how to mitigate the associated risks and threats. I also discussed the importance of protecting civil rights and civil liberties within AI and my #CISA Securing AI Task Force Act. WATCH:,2024-05-24 14:55:39.000,2024,"Carter, Troy",House
D,The State of Washington is already a leader in artificial intelligence. From the University of Washington’s Tech Policy Lab that studies the grand challenges around artificial intelligence to Washington State University’s work in precision agriculture… (1/2),The State of Washington is already a leader in artificial intelligence. From the University of Washington’s Tech Policy Lab that studies the grand challenges around artificial intelligence to Washington State University’s work in precision agriculture… (1/2),2021-08-03 20:28:15.161,2021,Maria Cantwell D-WA,Senate
R,RT @RepDonBacon: We cannot afford to fall behind our adversaries and competitors in artificial intelligence. My bill aims to keep the U.S.…,We cannot afford to fall behind our adversaries and competitors in artificial intelligence. My bill aims to keep the U.S.…,2022-07-04 20:27:06.447,2022,Scott Franklin R-FL,House
D,"As AI becomes a greater part of our kids’ education, we must take steps to protect their privacy, data and civil rights in the classroom. That’s why 
@RepSaraJacobs
 and I called on the Department of Education to act.","As AI becomes a greater part of our kids’ education, we must take steps to protect their privacy, data and civil rights in the classroom. That’s why @RepSaraJacobs and I called on the Department of Education to act.",2023-10-21 15:10:05.000,2023,"Jacobs, Sara",House
D,"AI is not all doom and gloom like you see in the movies. It has the potential to positively change the way all of us do our jobs, all while keeping American workers competitive ","AI is not all doom and gloom like you see in the movies. It has the potential to positively change the way all of us do our jobs, all while keeping American workers competitive",2023-11-01 17:46:59.000,2023,"Hickenlooper, John ",Senate
D,"Thanks to 
@PittsburghPG
 for supporting my bipartisan NO FAKES Act! We need to protect everyone's voice and visual likeness from unauthorized AI replication.",Thanks to @PittsburghPG for supporting my bipartisan NO FAKES Act! We need to protect everyone's voice and visual likeness from unauthorized AI replication.,2023-10-24 21:13:19.000,2023,"Coons, Christopher ",Senate
D,"1. AI has the capacity to do great things. It also holds a lot of uncertainties and potential for public harm.

2. There is little to no public accountability for AI, and Congress must act to minimize harm and maximize public benefit.","1. AI has the capacity to do great things. It also holds a lot of uncertainties and potential for public harm. 2. There is little to no public accountability for AI, and Congress must act to minimize harm and maximize public benefit.",2023-09-13 18:14:40.000,2023,"Luján, Ben Ray",Senate
D,"“Today, the White House is poised to make artificial intelligence a national priority through the American AI Initiative. The broad societal impact of AI necessitates the inclusion of public opinion so that the few don’t make decisions for the many. (1/2) @WHOSTP","“Today, the White House is poised to make artificial intelligence a national priority through the American AI Initiative. The broad societal impact of AI necessitates the inclusion of public opinion so that the few don’t make decisions for the many. (1/2) @WHOSTP",2019-02-11 16:58:04.846,2019,Brenda Lawrence D-MI,House
D,"To secure US leadership in #AI, this order must be followed by a long-term strategy that maintains &amp; enhances US competitiveness in technologies of the future and is clear-eyed about the challenges ahead, including implications for our privacy, security, &amp; economic prosperity. https://t.co/SoUIhbVOG1","To secure US leadership in #AI, this order must be followed by a long-term strategy that maintains &amp; enhances US competitiveness in technologies of the future and is clear-eyed about the challenges ahead, including implications for our privacy, security, &amp; economic prosperity.",2019-02-11 23:52:47.548,2019,Michael Bennet D-CO,Senate
R,"Earlier this month, students at Westfield High School allegedly used artificial intelligence to make fake pornographic images of other students at the school.

Since I’ve learned about this incident, my team and I have worked tirelessly on finding solutions to prevent something…","Earlier this month, students at Westfield High School allegedly used artificial intelligence to make fake pornographic images of other students at the school. Since I’ve learned about this incident, my team and I have worked tirelessly on finding solutions to prevent something…",2023-11-27 21:15:04.000,2023,"Kean, Thomas",House
D,"Today, I questioned SEC Chair Gensler on the use of artificial intelligence in the financial industry to learn more on how it may negatively impact minorities across America. I’ll always make sure to look out for minorities’ best financial interest! #AI","Today, I questioned SEC Chair Gensler on the use of artificial intelligence in the financial industry to learn more on how it may negatively impact minorities across America. I’ll always make sure to look out for minorities’ best financial interest! #AI",2023-04-18 21:22:42.000,2023,"Vargas, Juan",House
D,"The deepfake images made of Taylor Swift are abhorrent. And deepfakes don't just happen to celebrities—they're happening to women and girls everywhere, every day. 

We need to put a stop to this by passing my legislation, the Preventing Deepfakes of Intimate Images Act.","The deepfake images made of Taylor Swift are abhorrent. And deepfakes don't just happen to celebrities—they're happening to women and girls everywhere, every day. We need to put a stop to this by passing my legislation, the Preventing Deepfakes of Intimate Images Act.",2024-01-28 15:28:00.000,2024,"Morelle, Joe",House
D,The intentional use of AI to create and spread deceptive content threatens the very fabric of our electoral integrity. That's why I'm leading bipartisan legislation to bipartisan legislation to safeguard the integrity of federal elections.,The intentional use of AI to create and spread deceptive content threatens the very fabric of our electoral integrity. That's why I'm leading bipartisan legislation to bipartisan legislation to safeguard the integrity of federal elections.,2024-10-24 20:54:26.000,2024,"Kilmer, Derek",House
R,Supporting our innovators is critical to ensuring America continues to lead the world in artificial intelligence. @RepFranklin and I discuss our new Leadership in Global Tech Standards Act to help small businesses set global AI standards in @thehill: https://t.co/lHhgPhnatw,Supporting our innovators is critical to ensuring America continues to lead the world in artificial intelligence. @RepFranklin and I discuss our new Leadership in Global Tech Standards Act to help small businesses set global AI standards in @thehill:,2021-09-29 21:54:12.589,2021,Jay Obernolte R-CA,House
D,"Just wrapped up speaking at the Summit for AI Institute Leadership in Pittsburgh. 

We need AI that works for all of us—not just the powerful few. From fighting bias to protecting workers, let’s make sure this technology is a tool for justice and opportunity, not exploitation.","Just wrapped up speaking at the Summit for AI Institute Leadership in Pittsburgh. We need AI that works for all of us—not just the powerful few. From fighting bias to protecting workers, let’s make sure this technology is a tool for justice and opportunity, not exploitation.",2024-10-09 20:46:21.000,2024,"Lee, Summer",House
